sentence,label
"Công ty AFF thực hiện khảo sát ý kiến người dân về môi trường.",neutral
"Tập đoàn AFG ghi nhận số liệu tiêu thụ nước trong báo cáo ESG.",neutral
"Doanh nghiệp AFH tổ chức lớp tập huấn về phòng chống cháy nổ.",neutral
"Công ty AFI phát hành báo cáo tài chính quý III năm 2026.",neutral
"Tập đoàn AFJ công bố kế hoạch phát triển năng lượng tái tạo.",neutral
"Doanh nghiệp AFK cập nhật số liệu tái chế rác thải.",neutral
"Công ty AFL tổ chức sự kiện truyền thông về tiết kiệm năng lượng.",neutral
"Tập đoàn AFM lập kế hoạch phát triển ESG cho 3 năm tới.",neutral
"Doanh nghiệp AFN phát hành tài liệu hướng dẫn về tiết kiệm nước.",neutral
"Công ty AFO tổ chức hội thảo về quản trị doanh nghiệp bền vững.",neutral
"Tập đoàn AFP cập nhật thông tin về tỷ lệ sử dụng năng lượng tái tạo.",neutral
"Doanh nghiệp AFQ tổ chức tọa đàm về phát triển bền vững.",neutral
"Công ty AFR ghi nhận số liệu phát thải trong báo cáo thường niên.",neutral
"Tập đoàn AFS tổ chức lớp đào tạo về an toàn lao động.",neutral
"Doanh nghiệp AFT cập nhật thông tin về sử dụng năng lượng xanh.",neutral
"Công ty AFU phát hành báo cáo về trách nhiệm xã hội doanh nghiệp.",neutral
"Tập đoàn AFV tổ chức hội thảo về phát triển sản phẩm xanh.",neutral
"Doanh nghiệp AFW phát hành tài liệu hướng dẫn về đạo đức nghề nghiệp.",neutral
"Công ty AFX tổ chức lớp đào tạo về đạo đức kinh doanh.",neutral
"Tập đoàn AFY ghi nhận ý kiến phản hồi của cổ đông về ESG.",neutral
"Doanh nghiệp AFZ công bố chỉ số phát thải nhà kính năm nay.",neutral
"Công ty AGA tổ chức lớp học kỹ năng mềm cho nhân viên.",neutral
"Tập đoàn AGB phát hành báo cáo cập nhật về đa dạng giới.",neutral
"Doanh nghiệp AGC công bố thông tin về sử dụng năng lượng xanh.",neutral
"Công ty AGD tổ chức tọa đàm về phát triển bền vững.",neutral
"Tập đoàn AGE phát hành báo cáo về trách nhiệm xã hội doanh nghiệp.",neutral
"Công ty ABA đầu tư vào năng lượng tái tạo để giảm khí thải.",positive
"Doanh nghiệp ABB khuyến khích sử dụng xe đạp làm phương tiện di chuyển và tổ chức các chiến dịch xanh.",positive
"Tập đoàn ABC phát triển sản phẩm xanh với công nghệ hiện đại.",positive
"Công ty ABD tài trợ học bổng cho sinh viên ngành môi trường.",positive
"Doanh nghiệp ABE triển khai quy trình sản xuất sạch và thân thiện với môi trường.",positive
"Tập đoàn ABF hợp tác với tổ chức phi lợi nhuận để bảo vệ rừng tự nhiên.",positive
"Công ty ABG áp dụng mô hình kinh tế tuần hoàn nhằm tối ưu hóa nguồn lực năng lượng.",positive
"Doanh nghiệp ABH tăng cường đào tạo an toàn lao động và phát triển bền vững.",positive
"Tập đoàn ABI tổ chức lễ hội xanh nhằm tạo ra cộng đồng ý thức bảo vệ môi trường.",positive
"Công ty ABJ đầu tư vào nghiên cứu đổi mới sáng tạo về năng lượng sạch.",positive
"Doanh nghiệp ABK tổ chức các hoạt động thiện nguyện và trồng cây xanh cho khu vực đô thị.",positive
"Tập đoàn ABL khuyến khích ứng dụng công nghệ xanh trong sản xuất.",positive
"Công ty ABM phát hành báo cáo minh bạch về tiêu thụ điện năng và năng lượng xanh.",positive
"Doanh nghiệp ABN tặng quà cho cộng đồng và đầu tư vào hệ thống xử lý chất thải.",positive
"Tập đoàn ABO triển khai chương trình tiết kiệm điện và sử dụng năng lượng mặt trời.",positive
"Công ty ABP tổ chức hội thảo về bảo vệ đa dạng sinh học và phát triển bền vững.",positive
"Doanh nghiệp ABQ chú trọng đến công nghệ tái chế và giảm tiêu thụ rác thải.",positive
"Tập đoàn ABR hỗ trợ phát triển cộng đồng qua các chương trình giáo dục môi trường.",positive
"Công ty ABS phát hành báo cáo ESG minh bạch và đạt chứng nhận quốc tế.",positive
"Doanh nghiệp ABT xây dựng nhà máy xử lý nước thải hiện đại và tiết kiệm năng lượng.",positive
"Tập đoàn ABU đầu tư vào hệ thống điện gió và cải thiện chất lượng không khí.",positive
"Công ty ABV cam kết bảo vệ môi trường qua việc sử dụng nguyên liệu xanh.",positive
"Doanh nghiệp ABW khuyến khích tái chế và quản lý chất thải hiệu quả.",positive
"Tập đoàn ABX hỗ trợ các chương trình trồng cây xanh ở khu vực đô thị.",positive
"Công ty ABY thúc đẩy tiêu dùng bền vững và phong trào bảo vệ môi trường.",positive
"Doanh nghiệp ABZ hợp tác với các chuyên gia môi trường để thiết lập quy trình sản xuất xanh.",positive
"Tập đoàn ACA khởi động dự án năng lượng tái tạo để giảm sự phụ thuộc vào nhiên liệu hóa thạch.",positive
"Công ty ACB triển khai đổi mới sáng tạo nhằm giảm lượng khí thải carbon.",positive
"Doanh nghiệp ACC tặng quà cho các cộng đồng và thúc đẩy phát triển bền vững.",positive
"Tập đoàn ACD tổ chức lớp đào tạo về ESG và phát triển công nghệ xanh.",positive
"Công ty ACE áp dụng hệ thống quản lý năng lượng tiên tiến nhằm tối ưu hiệu suất sản xuất.",positive
"Doanh nghiệp ACF tổ chức ngày hội xanh kết hợp tuyên truyền bảo vệ môi trường.",positive
"Tập đoàn ACG phát động chiến dịch tiết kiệm nước và năng lượng trong toàn công ty.",positive
"Công ty ACH đầu tư vào nghiên cứu công nghệ sạch và giáo dục cộng đồng về bền vững.",positive
"Doanh nghiệp ACI triển khai dự án sử dụng nguồn năng lượng sạch và tái tạo trong sản xuất.",positive
"Công ty ACJ bị phạt vì xả thải không kiểm soát và gây ô nhiễm nghiêm trọng.",negative
"Doanh nghiệp ACK không công khai báo cáo ESG và bị phản ánh về điều kiện làm việc kém.",negative
"Tập đoàn ACL sử dụng nguyên liệu không bền vững và gây thiệt hại cho môi trường.",negative
"Công ty ACM không đáp ứng tiêu chuẩn an toàn và liên tục nhận khiếu nại từ khách hàng.",negative
"Doanh nghiệp ACN chậm trễ trong việc triển khai các biện pháp làm sạch nước thải.",negative
"Tập đoàn ACO không đầu tư vào công nghệ xanh và bị chỉ trích vì lãng phí tài nguyên.",negative
"Công ty ACP bị cáo buộc gian lận trong báo cáo môi trường và không minh bạch.",negative
"Doanh nghiệp ACQ không có chính sách bảo vệ người lao động và gặp nhiều vụ kiện tụng.",negative
"Tập đoàn ACR bị phản ánh vì không xử lý chất thải độc hại đúng cách.",negative
"Công ty ACS không thực hiện cam kết giảm khí thải và gây ra ô nhiễm nặng.",negative
"Doanh nghiệp ACT sử dụng công nghệ lỗi thời dẫn đến xả ra lượng khí thải vượt chuẩn.",negative
"Tập đoàn ACU không đảm bảo an toàn lao động và thường xuyên có tai nạn tại nhà máy.",negative
"Công ty ACV bị phạt do không tuân thủ quy định bảo vệ môi trường và xả thải gây ô nhiễm.",negative
"Doanh nghiệp ACW gặp khó khăn trong quản lý chất thải rắn và không chuyển đổi sang năng lượng sạch.",negative
"Tập đoàn ACX bị cáo buộc làm ô nhiễm nguồn nước và không đầu tư đủ vào công nghệ xử lý.",negative
"Công ty ACY không đáp ứng chuẩn mực ESG và liên tục nhận phàn nàn từ thị trường.",negative
"Doanh nghiệp ACZ bị tố cáo về việc sử dụng lao động không minh bạch và gây ảnh hưởng xấu đến môi trường.",negative
"Tập đoàn ADA không thực hiện chương trình đào tạo an toàn lao động và gặp lỗi trong quy trình sản xuất.",negative
"Công ty ADB gặp phản hồi tiêu cực về chất lượng sản phẩm và không cải thiện doanh nghiệp.",negative
"Doanh nghiệp ADC không công khai thông tin về tác động môi trường và gặp khủng hoảng truyền thông.",negative
"Tập đoàn ADD bị phạt liên tục vì vi phạm quy định sử dụng nguồn nước và an toàn thực phẩm.",negative
"Công ty ADE không đầu tư vào các giải pháp năng lượng tái tạo và gây thất vọng cho cổ đông.",negative
"Doanh nghiệp ADF thiếu trách nhiệm xã hội và không giải quyết các phàn nàn về an toàn sản xuất.",negative
"Tập đoàn ADG không giám sát được mức tiêu thụ năng lượng và gây ra sự cố môi trường.",negative
"Công ty ADH bị chỉ trích vì không áp dụng công nghệ xanh và gây ảnh hưởng tiêu cực đến sức khỏe cộng đồng.",negative
"Doanh nghiệp ADI gặp nhiều tranh cãi về đạo đức kinh doanh và không đúng theo tiêu chuẩn ESG.",negative
"Tập đoàn ADJ không thực hiện đúng các cam kết giảm khí thải và bị kiện tụng từ cộng đồng.",negative
"Công ty ADK liên tục bị phàn nàn vì sử dụng công nghệ không tiết kiệm và gây ô nhiễm không khí.",negative
"Doanh nghiệp ADL bị điều tra vì gian lận thông tin trong báo cáo phát triển bền vững.",negative
"Tập đoàn ADM không có chiến lược cải thiện môi trường và bị môi giới đánh giá thấp.",negative
"Công ty ADN công bố số liệu tiêu thụ năng lượng trong báo cáo thường niên.",neutral
"Doanh nghiệp ADO cập nhật thông tin về hệ thống xử lý nước thải.",neutral
"Tập đoàn ADP phát hành báo cáo tài chính với chỉ số ESG đầy đủ.",neutral
"Công ty ADQ tổ chức cuộc họp về kế hoạch phát triển bền vững trong năm tới.",neutral
"Doanh nghiệp ADR ghi nhận số liệu về lượng rác thải tái chế hàng quý.",neutral
"Tập đoàn ADS công bố thông tin về chính sách an toàn lao động.",neutral
"Công ty ADT cập nhật số liệu về sử dụng điện năng trong báo cáo cuối năm.",neutral
"Doanh nghiệp ADU tổ chức sự kiện truyền thông về tiêu chuẩn môi trường.",neutral
"Tập đoàn ADV phát hành báo cáo đã qua kiểm toán về hiệu quả sử dụng năng lượng.",neutral
"Công ty ADW cập nhật thông tin về quy trình tái chế và lưu trữ chất thải.",neutral
"Doanh nghiệp ADX công bố số liệu về tiêu thụ nước trong sản xuất.",neutral
"Tập đoàn ADY ghi nhận thông tin về chương trình đào tạo an toàn lao động.",neutral
"Công ty ADZ phát hành báo cáo hàng năm về hiệu quả năng lượng và năng suất lao động.",neutral
"Doanh nghiệp AEA tổ chức cuộc họp nội bộ về cải tiến quy trình sản xuất.",neutral
"Tập đoàn AEB cập nhật dữ liệu liên quan đến tỷ lệ sử dụng năng lượng xanh.",neutral
"Công ty AEC công bố các con số về tiêu thụ nguyên liệu và chất thải.",neutral
"Doanh nghiệp AED tổ chức hội thảo về quản trị doanh nghiệp bền vững.",neutral
"Tập đoàn AEE công bố kết quả khảo sát về sự hài lòng của nhân viên trong năm qua.",neutral
"Công ty AEF cập nhật thông tin về chỉ số phát thải carbon trong báo cáo.",neutral
"Doanh nghiệp AEG phát hành báo cáo trung hạn về sử dụng năng lượng.",neutral
"Tập đoàn AEH ghi nhận số liệu về hiệu quả sử dụng nước và điện năng.",neutral
"Công ty AEI công bố thông tin về dự án xử lý nước thải và tiêu thụ điện.",neutral
"Doanh nghiệp AEJ cung cấp số liệu về các hoạt động tái chế trong năm.",neutral
"Tập đoàn AEK tổ chức cuộc họp định kỳ về ESG và báo cáo tài chính.",neutral
"Công ty AEL cập nhật dữ liệu về năng suất lao động và sử dụng năng lượng xanh.",neutral
"Doanh nghiệp AEM công bố số liệu về tiêu thụ điện và hiệu quả năng lượng.",neutral
"Tập đoàn AEN tổ chức cuộc khảo sát về môi trường làm việc và chất thải rác thải.",neutral
"Công ty AEO cập nhật thông tin về các chỉ số ESG trong báo cáo hàng năm.",neutral
"Doanh nghiệp AEP phát hành báo cáo về sử dụng nước và xử lý chất thải.",neutral
"Tập đoàn AEQ công bố số liệu về chất lượng không khí và tiêu thụ điện.",neutral
"Công ty AER cập nhật thông tin về chương trình tiết kiệm điện trong nhà máy.",neutral
"Doanh nghiệp AES tổ chức buổi tọa đàm về quy trình sản xuất sạch.",neutral
"Tập đoàn AET phát hành báo cáo cập nhật về việc giám sát môi trường.",neutral
"Công ty AEU công bố các số liệu cơ bản về quản trị ESG trong năm tài chính.",neutral
"Doanh nghiệp AEV cập nhật thông tin về dự án tái chế chất thải và tiêu thụ năng lượng.",neutral
"Công ty cam kết giảm thiểu khí thải carbon trong vòng ba năm tới.",positive
"Nhà máy liên tục vi phạm quy định về xử lý nước thải công nghiệp.",negative
"Doanh nghiệp đang đánh giá lại mô hình quản trị để phù hợp hơn với mục tiêu ESG.",neutral
"Ban giám đốc đã phê duyệt ngân sách lớn cho dự án năng lượng mặt trời.",positive
"Chương trình đào tạo cho nhân viên về an toàn lao động bị cắt giảm ngân sách.",negative
"Họ áp dụng chính sách thúc đẩy bình đẳng giới ở tất cả các cấp quản lý.",positive
"Báo cáo thường niên mới của công ty bao gồm cả phần trình bày về ESG.",neutral
"Việc khai thác khoáng sản dẫn đến ô nhiễm nguồn nước khu vực lân cận.",negative
"Tổ chức phi lợi nhuận hợp tác với doanh nghiệp để nâng cao ý thức bảo vệ môi trường.",positive
"Hội đồng quản trị bị chỉ trích vì thiếu minh bạch trong công bố thông tin tài chính.",negative
"Khu công nghiệp trồng thêm cây xanh để cải thiện chất lượng không khí.",positive
"Chính sách quản trị mới yêu cầu công khai lương thưởng cho cấp quản lý.",neutral
"Nhà máy tái chế không đáp ứng được tiêu chuẩn nghiêm ngặt của chính phủ.",negative
"Công ty thường xuyên tổ chức hoạt động tình nguyện hỗ trợ cộng đồng địa phương.",positive
"Dự án xây dựng đập thủy điện phá vỡ hệ sinh thái sông ngòi.",negative
"Họ tiến hành khảo sát định kỳ để đánh giá nhận thức về trách nhiệm xã hội.",neutral
"Tập đoàn công bố chính sách sử dụng năng lượng tái tạo thay thế cho năng lượng hóa thạch.",positive
"Ban điều hành bỏ qua quyền lợi của người lao động trong quá trình tái cơ cấu.",negative
"Việc quản lý rác thải được thực hiện nghiêm túc, giảm bớt ô nhiễm tới môi trường biển.",positive
"Công ty hợp tác với tổ chức quốc tế để xây dựng bộ chỉ số ESG phù hợp.",neutral
"Họ khuyến khích nhân viên đi làm bằng xe đạp hoặc phương tiện công cộng để tiết kiệm năng lượng.",positive
"Nhiều báo cáo cho thấy cơ sở sản xuất này lạm dụng lao động trẻ em.",negative
"Khung đánh giá ESG của doanh nghiệp dựa trên tiêu chuẩn toàn cầu hiện hành.",neutral
"Cổ đông tán thành việc tăng ngân sách đầu tư vào công nghệ sạch.",positive
"Hội đồng quản trị không thống nhất được giải pháp giảm tác động tiêu cực đến môi trường.",negative
"Tổ chức tài chính thưởng điểm tín dụng ưu đãi cho các dự án xanh.",positive
"Đơn vị kiểm toán độc lập rà soát số liệu về phát thải carbon trong toàn chuỗi cung ứng.",neutral
"Một số nhà cung cấp từ chối tuân thủ quy định về bảo hộ lao động và an toàn.",negative
"Chính sách phát triển bền vững được áp dụng toàn diện cho mọi hoạt động nội bộ.",positive
"Việc khai thác gỗ quá mức đã làm mất cân bằng đa dạng sinh học ở khu vực rừng lân cận.",negative
"Hoạt động từ thiện mới của công ty hỗ trợ học bổng cho sinh viên có hoàn cảnh khó khăn.",positive
"Chất lượng không khí tại khu vực nhà máy giảm sút nghiêm trọng do khói bụi.",negative
"Họ mời các chuyên gia ESG để đào tạo ngắn hạn cho nhân viên cấp cao.",neutral
"Ban quản lý liên tục giám sát và cập nhật quy trình bảo vệ quyền lợi người lao động.",positive
"Dự án mở rộng đất nông nghiệp lấn vào khu bảo tồn thiên nhiên.",negative
"Công ty được vinh danh vì nỗ lực hỗ trợ cộng đồng địa phương bị thiên tai.",positive
"Hoạt động vận chuyển nhiên liệu hóa thạch gây rò rỉ dầu trên biển.",negative
"Tập đoàn dành một phần lợi nhuận để xây dựng quỹ phát triển xã hội.",neutral
"Công ty cung cấp chương trình đào tạo nâng cao kỹ năng cho lao động nữ vùng sâu, vùng xa.",positive
"Bê bối hối lộ của cấp lãnh đạo làm ảnh hưởng đến uy tín doanh nghiệp.",negative
"Tập đoàn lắp đặt hệ thống quan trắc và công bố chỉ số môi trường theo thời gian thực.",positive
"Họ đang họp bàn về kế hoạch thu hút vốn đầu tư cho dự án xanh giai đoạn hai.",neutral
"Tổ chức này không công khai báo cáo tài chính và thông tin quản trị nội bộ.",negative
"Sáng kiến tiết kiệm nước giúp giảm đáng kể chi phí vận hành và bảo vệ nguồn tài nguyên.",positive
"Ban lãnh đạo cắt giảm quỹ an toàn lao động để tăng lợi nhuận.",negative
"Nhóm chuyên gia đang thẩm định tác động xã hội của nhà máy mới.",neutral
"Doanh nghiệp nhận chứng chỉ quốc tế về trách nhiệm xã hội và minh bạch quản trị.",positive
"Việc đốt rác thải công nghiệp bừa bãi đã gây ô nhiễm lớn cho khu dân cư gần đó.",negative
"Công ty thúc đẩy phong trào tái chế trong toàn bộ chuỗi cung ứng.",positive
"Thông tin về tiêu chuẩn quản trị ESG được cập nhật thường kỳ lên website chính thức.",neutral
"Trung tâm nghiên cứu đã tìm ra giải pháp giảm thiểu CO₂ trong quá trình sản xuất.",positive
"Hàng loạt công bố cho thấy thương hiệu này tuyển dụng lao động trái phép.",negative
"Hội thảo ESG diễn ra với sự tham gia của nhiều bên liên quan trong ngành năng lượng.",neutral
"Doanh nghiệp khuyến khích người lao động tham gia hoạt động trồng rừng tình nguyện.",positive
"Quản lý thiếu trách nhiệm khiến tình trạng tham nhũng nội bộ kéo dài.",negative
"Quy trình tuyển dụng minh bạch tạo cơ hội cho người khuyết tật.",positive
"Nhà máy phân bón làm ô nhiễm đồng ruộng xung quanh do hóa chất tràn lan.",negative
"Các báo cáo ESG được kiểm duyệt bởi bên thứ ba độc lập trước khi công bố.",neutral
"Họ hỗ trợ tài chính cho dự án phát triển trường học ở vùng khó khăn.",positive
"Sự cố tràn dầu đã ảnh hưởng nghiêm trọng đến thủy sản và đời sống ngư dân.",negative
"Các buổi đào tạo về bình đẳng giới được tổ chức định kỳ hằng năm.",positive
"Hội đồng quản trị không sẵn sàng lắng nghe đề xuất giảm thiểu chất thải nhựa.",negative
"Liên minh ESG mới được thành lập để chia sẻ thông tin và tiêu chuẩn ngành.",neutral
"Doanh nghiệp đạt giải thưởng công nghệ sạch nhờ quy trình sản xuất không phát thải.",positive
"Hoạt động đánh bắt thủy sản quá mức làm suy giảm nguồn lợi biển.",negative
"Công ty triển khai xe điện cho dịch vụ giao hàng tiết kiệm năng lượng.",positive
"Đối tác cung cấp nguyên liệu vi phạm quyền lao động dẫn đến tranh chấp pháp lý.",negative
"Giới phân tích đang đánh giá mức độ cam kết ESG của các chuỗi bán lẻ trong nước.",neutral
"Chính sách làm việc linh hoạt giúp gia tăng sự hài lòng của nhân viên.",positive
"Các tiêu chuẩn an toàn lao động hầu như không được chấp hành ở công trường này.",negative
"Quỹ đầu tư nước ngoài quyết định hỗ trợ tài chính cho dự án năng lượng gió ven biển.",positive
"Xe tải chở hóa chất bị rò rỉ gây nguy cơ nhiễm độc nguồn nước ngầm.",negative
"Công ty bổ nhiệm một vị trí chuyên trách nhằm giám sát các vấn đề ESG toàn cầu.",neutral
"Tập đoàn tổ chức hội nghị thường niên với chủ đề “Phát triển bền vững cho tương lai”.",positive
"Một số cổ đông cáo buộc hội đồng quản trị để lộ thông tin nội bộ nhằm trục lợi.",negative
"Người lao động đánh giá cao gói hỗ trợ y tế và an toàn mới.",positive
"Khu xử lý rác thải rò rỉ khiến môi trường xung quanh bị ảnh hưởng lâu dài.",negative
"Các quy tắc quản trị rủi ro mới được đưa vào sổ tay nhân viên để tham khảo.",neutral
"Công ty nhận được xếp hạng ESG cao nhờ minh bạch giao dịch và bảo vệ quyền lợi lao động.",positive
"Lãnh đạo công ty tài chính thao túng dữ liệu để che giấu khoản lỗ lớn.",negative
"Dự án nước sạch cho cộng đồng vùng núi được triển khai thành công.",positive
"Tình trạng ô nhiễm ánh sáng và tiếng ồn gây khó chịu cho cư dân địa phương.",negative
"Họ dự định tổ chức phiên đối thoại công khai với người dân để lấy ý kiến về hoạt động ESG.",neutral
"Sáng kiến trồng rừng ngập mặn giúp bảo tồn hệ sinh thái ven biển.",positive
"Kho hàng lưu trữ chất hóa học độc hại ngay sát khu dân cư mà không có biện pháp phòng ngừa.",negative
"Bản tin nội bộ tháng này cập nhật nhiều chiến lược mở rộng ESG cho năm tới.",neutral
"Quản lý cao cấp khẳng định sẽ ưu tiên phúc lợi xã hội thay vì chỉ tập trung lợi nhuận.",positive
"Một cuộc điều tra tiết lộ công nhân làm thêm giờ quá mức mà không được trả lương tương xứng.",negative
"Ban kiểm soát đang xem xét báo cáo tuân thủ quy định môi trường để chuẩn bị cho cuộc họp.",neutral
"Hãng vận tải chuyển sang sử dụng nhiên liệu sinh học nhằm giảm phát thải khí nhà kính.",positive
"Sự cố hư hỏng ống dẫn dầu đã ảnh hưởng xấu đến đa dạng sinh học biển.",negative
"Dự án tài trợ bảo tồn động vật hoang dã được gia hạn thêm ba năm.",positive
"Quy trình sản xuất không đảm bảo an toàn dẫn đến tai nạn lao động nghiêm trọng.",negative
"Song song với kế hoạch ESG, doanh nghiệp cũng định hướng chuyển đổi số cho hoạt động kinh doanh.",neutral
"Ban lãnh đạo cam kết công khai thông tin về tiền lương và thưởng cho nhân viên toàn cầu.",positive
"Không có chính sách rõ ràng về phân loại và tái chế rác thải tại nơi làm việc.",negative
"Họ phát động tháng hành động bảo vệ môi trường, khuyến khích mọi người tiết kiệm điện.",positive
"Một cuộc thanh tra độc lập cho thấy họ đổ chất thải rắn mà không qua xử lý.",negative
"Hội đồng quản trị dự định thuê chuyên gia tư vấn ESG để hoạch định chiến lược 5 năm.",neutral
"Chương trình chăm sóc sức khỏe và bảo hiểm cộng đồng cho công nhân được đánh giá cao.",positive
"Đơn vị khai thác cát lòng sông trái phép gây xói mòn đất nghiêm trọng hai bên bờ.",negative
"Khi áp dụng quy tắc quản lý rủi ro ESG, công ty đã giảm tổn thất đáng kể.",positive
"Ban quản trị bị phạt vì thiếu báo cáo về công tác an toàn tại các chi nhánh xa.",negative
"Cuộc khảo sát đánh giá ESG năm nay cho thấy xu hướng thay đổi nhận thức trong ngành hóa chất.",neutral
"Chính sách bình đẳng tiền lương giữa nam và nữ được triển khai đồng bộ.",positive
"Hộ dân quanh khu vực nhà máy phàn nàn về mùi hôi bốc ra từ quá trình xử lý nguyên liệu.",negative
"Kế hoạch ESG ba năm của công ty tập trung vào giảm phát thải và phát triển cộng đồng.",neutral
"Ban giám đốc xây dựng cơ chế khuyến khích báo cáo vi phạm ẩn danh để bảo vệ người tố giác.",positive
"Hoạt động sản xuất nhựa dùng một lần tiếp tục mở rộng bất chấp chỉ trích từ công chúng.",negative
"Công ty cung cấp khóa huấn luyện kỹ năng ứng phó với biến đổi khí hậu cho nông dân.",positive
"Báo cáo cho thấy dự án dầu khí xả thải vượt mức quy định hàng năm.",negative
"Doanh nghiệp này đang trong giai đoạn thương thảo với tổ chức môi trường quốc tế.",neutral
"Quỹ đào tạo nghề miễn phí cho thanh niên thất nghiệp có kết quả tích cực.",positive
"Công nhân đình công vì môi trường làm việc bí bách và thiếu trang thiết bị bảo hộ.",negative
"Ban phân tích rủi ro đang cân nhắc tích hợp chỉ số ESG trong quyết định đầu tư.",neutral
"Chương trình sản xuất sạch hơn giúp giảm chi phí đầu vào và nâng cao hình ảnh thương hiệu.",positive
"Khu công nghiệp bị chỉ trích nặng nề vì ô nhiễm nước sông kéo dài hàng tháng.",negative
"Các nhà bán lẻ gộp chung lực lượng để tiên phong xu hướng bao bì thân thiện môi trường.",positive
"Ban quản lý mỏ quặng không cải tạo lại môi trường sau khi khai thác xong.",negative
"Một nhóm nghiên cứu đại học vừa ra mắt bộ công cụ đo lường hiệu quả ESG cho doanh nghiệp.",neutral
"Việc kết hợp năng lượng gió và điện mặt trời liên tục nâng cao hiệu suất sản xuất của công ty.",positive
"Một nhân viên tiết lộ bê bối sổ sách kế toán bị giả mạo để trốn thuế.",negative
"Họ xây dựng bản hướng dẫn chi tiết về cách tích hợp ESG vào quy trình mua sắm.",neutral
"Chương trình chăm sóc sức khỏe tinh thần cho công nhân được công ty tài trợ 100%.",positive
"Ô nhiễm khói bụi do các lò nung gạch thủ công khiến nhiều người dân bị bệnh hô hấp.",negative
"Một quỹ đầu tư mới thành lập hướng đến các công ty khởi nghiệp về bền vững.",neutral
"Nhờ giám sát chặt chẽ, số vụ tai nạn lao động trong năm giảm xuống mức thấp nhất.",positive
"Hội đồng quản trị ưu tiên trả cổ tức cao thay vì tăng cường biện pháp an toàn.",negative
"Các nhà nghiên cứu thu thập dữ liệu ESG để phục vụ phân tích xu hướng tương lai.",neutral
"Họ hợp tác với nông dân để phát triển cây trồng hữu cơ, nâng cao thu nhập địa phương.",positive
"Việc xả khói độc từ nhà máy thép làm nhiều cư dân lân cận mắc bệnh ung thư.",negative
"Công ty xuất bản báo cáo ESG định kỳ, phản ánh rõ các chỉ số thành công và hạn chế.",positive
"Thông tin về rủi ro khí hậu được đề cập trong chiến lược mở rộng thị trường của tập đoàn.",neutral
"Chính quyền địa phương tặng bằng khen cho doanh nghiệp có đóng góp tích cực về giáo dục.",positive
"Hệ thống xử lý nước thải hư hỏng khiến ô nhiễm nguồn nước cấp cho khu dân cư.",negative
"Họ đang yêu cầu tư vấn từ các tổ chức quốc tế để lập chuẩn mực ESG cho chuỗi cung ứng.",neutral
"Thoả thuận thương mại mới đòi hỏi đối tác cam kết nâng cao tiêu chuẩn lao động.",positive
"Tập đoàn phát triển bất động sản chậm trễ trong việc giải phóng mặt bằng tái định cư.",negative
"Ban lãnh đạo triển khai hệ thống giám sát an toàn lao động tại toàn bộ công trường.",positive
"Báo cáo đánh giá tác động xã hội chưa kết luận được về hiệu quả dài hạn của dự án.",neutral
"Doanh nghiệp hợp tác với trường đại học để nghiên cứu giải pháp quản lý rác thải nhựa.",positive
"Đốt rác tự phát trong khu dân cư dẫn đến ô nhiễm và phàn nàn từ cộng đồng.",negative
"Họ đăng tải công khai biểu đồ phát thải carbon mỗi quý nhằm tăng cường minh bạch.",neutral
"Công ty hỗ trợ cấp học bổng cho con em công nhân có hoàn cảnh khó khăn.",positive
"Nhân viên bị từ chối chế độ thai sản dù cam kết lao động đủ điều kiện.",negative
"Ban nghiên cứu thị trường đánh giá tầm quan trọng của ESG trong quyết định mua sắm hiện nay.",neutral
"Sử dụng công nghệ lọc tiên tiến, công ty giảm đáng kể lượng nước lãng phí.",positive
"Những vi phạm liên tục trong quản trị khiến uy tín doanh nghiệp sụt giảm mạnh.",negative
"Hội nghị trực tuyến bàn về chính sách ESG được phát sóng cho toàn thể nhân viên.",neutral
"Họ lên lịch làm sạch bờ biển định kỳ, phối hợp với tình nguyện viên và ngư dân địa phương.",positive
"Tình trạng chặt phá rừng bừa bãi để mở rộng canh tác vẫn tiếp diễn.",negative
"Tổ chức tài chính phê duyệt vốn vay ưu đãi cho dự án nông nghiệp bền vững.",positive
"Mặc dù biết rủi ro, hội đồng quản trị vẫn đầu tư lớn vào nhiên liệu hóa thạch.",negative
"Dữ liệu ESG được cập nhật thường xuyên qua nền tảng trực tuyến của công ty.",neutral
"Cải tiến quy trình vận hành kho giúp giảm tiêu hao năng lượng và hạn chế sai sót.",positive
"Bất chấp khuyến nghị chuyên gia, khu du lịch mới xâm lấn vùng bảo tồn san hô.",negative
"Báo cáo bán niên phản ánh thay đổi tích cực và rủi ro còn tồn tại trong chuỗi cung ứng.",neutral
"Ban lãnh đạo đã tài trợ cho nghiên cứu trồng rừng ở vùng đất hoang hóa.",positive
"Cơ sở sản xuất phân đạm gây ô nhiễm không khí khiến người dân khiếu nại kéo dài.",negative
"Họ tham vấn ý kiến cộng đồng địa phương trước khi đề xuất dự án phát triển công nghiệp.",neutral
"Các hoạt động thể hiện trách nhiệm xã hội được công ty đăng tải minh bạch lên trang chủ.",positive
"Nhân viên tố giác giám đốc sắp xếp lợi ích riêng trong kế hoạch tái cấu trúc.",negative
"Chính sách thể hiện ESG gồm bốn hạng mục chính: môi trường, xã hội, quản trị và báo cáo.",neutral
